"","x"
"AFG",2.54248049855955
"AGO",6.95363099481719
"ALB",26.7403278178112
"ARE",129.295367150744
"ARG",26.7403278178112
"ARM",26.7403278178112
"AUS",129.295367150744
"AUT",129.295367150744
"AZE",26.7403278178112
"BDI",2.54248049855955
"BEL",129.295367150744
"BEN",6.95363099481719
"BFA",2.54248049855955
"BGD",6.95363099481719
"BGR",26.7403278178112
"BIH",26.7403278178112
"BLR",26.7403278178112
"BLZ",26.7403278178112
"BOL",6.95363099481719
"BRA",26.7403278178112
"BTN",6.95363099481719
"BWA",26.7403278178112
"CAF",2.54248049855955
"CAN",129.295367150744
"CHE",129.295367150744
"CHL",129.295367150744
"CHN",26.7403278178112
"CIV",6.95363099481719
"CMR",6.95363099481719
"COD",2.54248049855955
"COG",6.95363099481719
"COL",26.7403278178112
"COM",6.95363099481719
"CPV",6.95363099481719
"CRI",26.7403278178112
"CYP",129.295367150744
"CZE",129.295367150744
"DEU",129.295367150744
"DJI",6.95363099481719
"DNK",129.295367150744
"DOM",26.7403278178112
"DZA",6.95363099481719
"ECU",26.7403278178112
"EGY",6.95363099481719
"ERI",2.54248049855955
"ESP",129.295367150744
"EST",129.295367150744
"ETH",2.54248049855955
"FIN",129.295367150744
"FJI",26.7403278178112
"FRA",129.295367150744
"FSM",6.95363099481719
"GAB",26.7403278178112
"GBR",129.295367150744
"GEO",26.7403278178112
"GHA",6.95363099481719
"GIN",2.54248049855955
"GMB",2.54248049855955
"GNB",2.54248049855955
"GRC",129.295367150744
"GTM",26.7403278178112
"GUY",26.7403278178112
"HND",6.95363099481719
"HRV",129.295367150744
"HTI",6.95363099481719
"HUN",129.295367150744
"IDN",6.95363099481719
"IND",6.95363099481719
"IRL",129.295367150744
"IRN",6.95363099481719
"IRQ",26.7403278178112
"ISL",129.295367150744
"ISR",129.295367150744
"ITA",129.295367150744
"JAM",26.7403278178112
"JOR",26.7403278178112
"JPN",129.295367150744
"KAZ",26.7403278178112
"KEN",6.95363099481719
"KGZ",6.95363099481719
"KHM",6.95363099481719
"KIR",6.95363099481719
"KOR",129.295367150744
"LAO",6.95363099481719
"LBN",6.95363099481719
"LBR",2.54248049855955
"LCA",26.7403278178112
"LKA",6.95363099481719
"LSO",6.95363099481719
"LTU",129.295367150744
"LUX",129.295367150744
"LVA",129.295367150744
"MAR",6.95363099481719
"MDA",26.7403278178112
"MDG",2.54248049855955
"MDV",26.7403278178112
"MEX",26.7403278178112
"MHL",26.7403278178112
"MKD",26.7403278178112
"MLI",2.54248049855955
"MLT",129.295367150744
"MMR",6.95363099481719
"MNE",26.7403278178112
"MNG",6.95363099481719
"MOZ",2.54248049855955
"MRT",6.95363099481719
"MUS",26.7403278178112
"MWI",2.54248049855955
"MYS",26.7403278178112
"NAM",26.7403278178112
"NER",2.54248049855955
"NGA",6.95363099481719
"NIC",6.95363099481719
"NLD",129.295367150744
"NOR",129.295367150744
"NPL",6.95363099481719
"NRU",129.295367150744
"PAK",6.95363099481719
"PAN",129.295367150744
"PER",26.7403278178112
"PHL",6.95363099481719
"PNG",6.95363099481719
"POL",129.295367150744
"PRT",129.295367150744
"PRY",26.7403278178112
"ROU",129.295367150744
"RUS",26.7403278178112
"RWA",2.54248049855955
"SDN",2.54248049855955
"SEN",6.95363099481719
"SLB",6.95363099481719
"SLE",2.54248049855955
"SLV",6.95363099481719
"SOM",2.54248049855955
"SRB",26.7403278178112
"SSD",2.54248049855955
"STP",6.95363099481719
"SUR",26.7403278178112
"SVK",129.295367150744
"SVN",129.295367150744
"SWE",129.295367150744
"SWZ",6.95363099481719
"SYC",129.295367150744
"SYR",2.54248049855955
"TCD",2.54248049855955
"TGO",2.54248049855955
"THA",26.7403278178112
"TJK",6.95363099481719
"TKM",26.7403278178112
"TLS",6.95363099481719
"TON",26.7403278178112
"TUN",6.95363099481719
"TUR",26.7403278178112
"TUV",26.7403278178112
"TZA",6.95363099481719
"UGA",2.54248049855955
"UKR",6.95363099481719
"URY",129.295367150744
"USA",129.295367150744
"UZB",6.95363099481719
"VEN",26.7403278178112
"VNM",6.95363099481719
"VUT",6.95363099481719
"WSM",6.95363099481719
"YEM",2.54248049855955
"ZAF",26.7403278178112
"ZMB",2.54248049855955
"ZWE",6.95363099481719
