"","x"
"AFG",2.11873374879963
"AGO",5.79469249568099
"ALB",22.2836065148427
"ARE",107.746139292286
"ARG",22.2836065148427
"ARM",22.2836065148427
"AUS",107.746139292286
"AUT",107.746139292286
"AZE",22.2836065148427
"BDI",2.11873374879963
"BEL",107.746139292286
"BEN",5.79469249568099
"BFA",2.11873374879963
"BGD",5.79469249568099
"BGR",22.2836065148427
"BIH",22.2836065148427
"BLR",22.2836065148427
"BLZ",22.2836065148427
"BOL",5.79469249568099
"BRA",22.2836065148427
"BTN",5.79469249568099
"BWA",22.2836065148427
"CAF",2.11873374879963
"CAN",107.746139292286
"CHE",107.746139292286
"CHL",107.746139292286
"CHN",22.2836065148427
"CIV",5.79469249568099
"CMR",5.79469249568099
"COD",2.11873374879963
"COG",5.79469249568099
"COL",22.2836065148427
"COM",5.79469249568099
"CPV",5.79469249568099
"CRI",22.2836065148427
"CYP",107.746139292286
"CZE",107.746139292286
"DEU",107.746139292286
"DJI",5.79469249568099
"DNK",107.746139292286
"DOM",22.2836065148427
"DZA",5.79469249568099
"ECU",22.2836065148427
"EGY",5.79469249568099
"ERI",2.11873374879963
"ESP",107.746139292286
"EST",107.746139292286
"ETH",2.11873374879963
"FIN",107.746139292286
"FJI",22.2836065148427
"FRA",107.746139292286
"FSM",5.79469249568099
"GAB",22.2836065148427
"GBR",107.746139292286
"GEO",22.2836065148427
"GHA",5.79469249568099
"GIN",2.11873374879963
"GMB",2.11873374879963
"GNB",2.11873374879963
"GRC",107.746139292286
"GTM",22.2836065148427
"GUY",22.2836065148427
"HND",5.79469249568099
"HRV",107.746139292286
"HTI",5.79469249568099
"HUN",107.746139292286
"IDN",5.79469249568099
"IND",5.79469249568099
"IRL",107.746139292286
"IRN",5.79469249568099
"IRQ",22.2836065148427
"ISL",107.746139292286
"ISR",107.746139292286
"ITA",107.746139292286
"JAM",22.2836065148427
"JOR",22.2836065148427
"JPN",107.746139292286
"KAZ",22.2836065148427
"KEN",5.79469249568099
"KGZ",5.79469249568099
"KHM",5.79469249568099
"KIR",5.79469249568099
"KOR",107.746139292286
"LAO",5.79469249568099
"LBN",5.79469249568099
"LBR",2.11873374879963
"LCA",22.2836065148427
"LKA",5.79469249568099
"LSO",5.79469249568099
"LTU",107.746139292286
"LUX",107.746139292286
"LVA",107.746139292286
"MAR",5.79469249568099
"MDA",22.2836065148427
"MDG",2.11873374879963
"MDV",22.2836065148427
"MEX",22.2836065148427
"MHL",22.2836065148427
"MKD",22.2836065148427
"MLI",2.11873374879963
"MLT",107.746139292286
"MMR",5.79469249568099
"MNE",22.2836065148427
"MNG",5.79469249568099
"MOZ",2.11873374879963
"MRT",5.79469249568099
"MUS",22.2836065148427
"MWI",2.11873374879963
"MYS",22.2836065148427
"NAM",22.2836065148427
"NER",2.11873374879963
"NGA",5.79469249568099
"NIC",5.79469249568099
"NLD",107.746139292286
"NOR",107.746139292286
"NPL",5.79469249568099
"NRU",107.746139292286
"PAK",5.79469249568099
"PAN",107.746139292286
"PER",22.2836065148427
"PHL",5.79469249568099
"PNG",5.79469249568099
"POL",107.746139292286
"PRT",107.746139292286
"PRY",22.2836065148427
"ROU",107.746139292286
"RUS",22.2836065148427
"RWA",2.11873374879963
"SDN",2.11873374879963
"SEN",5.79469249568099
"SLB",5.79469249568099
"SLE",2.11873374879963
"SLV",5.79469249568099
"SOM",2.11873374879963
"SRB",22.2836065148427
"SSD",2.11873374879963
"STP",5.79469249568099
"SUR",22.2836065148427
"SVK",107.746139292286
"SVN",107.746139292286
"SWE",107.746139292286
"SWZ",5.79469249568099
"SYC",107.746139292286
"SYR",2.11873374879963
"TCD",2.11873374879963
"TGO",2.11873374879963
"THA",22.2836065148427
"TJK",5.79469249568099
"TKM",22.2836065148427
"TLS",5.79469249568099
"TON",22.2836065148427
"TUN",5.79469249568099
"TUR",22.2836065148427
"TUV",22.2836065148427
"TZA",5.79469249568099
"UGA",2.11873374879963
"UKR",5.79469249568099
"URY",107.746139292286
"USA",107.746139292286
"UZB",5.79469249568099
"VEN",22.2836065148427
"VNM",5.79469249568099
"VUT",5.79469249568099
"WSM",5.79469249568099
"YEM",2.11873374879963
"ZAF",22.2836065148427
"ZMB",2.11873374879963
"ZWE",5.79469249568099
